seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,e_fg_percent,ft_per_game,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
32283.0,2025,4976.0,Keon Johnson,,SG,22.0,4.0,NBA,BRK,74,51.0,24.3,3.8,10.0,0.383,1.6,5.1,0.31,2.2,4.9,0.458,0.462,1.3,1.6,0.769,0.8,2.9,3.7,2.1,1.1,0.4,1.4,2.7,10.5
32285.0,2025,4977.0,Kessler Edwards,,SF,24.0,4.0,NBA,DAL,40,18.0,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2.0,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2
32286.0,2025,3770.0,Kevin Durant,,PF,36.0,17.0,NBA,PHO,62,62.0,36.5,9.5,18.1,0.527,2.6,6.0,0.43,7.0,12.1,0.574,0.598,4.9,5.8,0.839,0.4,5.7,6.0,4.2,0.8,1.2,3.1,1.7,26.6
32287.0,2025,4647.0,Kevin Huerter,,SG,26.0,7.0,NBA,TOT,63,25.0,23.8,3.6,8.6,0.414,1.8,5.6,0.323,1.7,3.0,0.585,0.519,0.5,0.7,0.723,0.5,2.6,3.0,2.2,1.0,0.3,1.0,1.7,9.5
32288.0,2025,4647.0,Kevin Huerter,,SG,26.0,7.0,NBA,SAC,43,15.0,20.9,3.0,7.2,0.413,1.4,4.8,0.302,1.5,2.4,0.629,0.513,0.5,0.7,0.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9
32289.0,2025,4647.0,Kevin Huerter,,SG,26.0,7.0,NBA,CHI,20,10.0,30.0,4.8,11.6,0.416,2.6,7.4,0.351,2.2,4.2,0.53,0.528,0.7,1.0,0.737,0.5,3.0,3.5,3.1,1.3,0.3,1.3,1.9,12.9
32291.0,2025,3830.0,Kevin Love,,PF,36.0,17.0,NBA,MIA,23,9.0,10.9,1.8,5.0,0.357,1.0,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1.0,0.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3
32293.0,2025,4749.0,Kevin Porter Jr.,,SG,24.0,5.0,NBA,TOT,68,3.0,19.0,3.7,8.4,0.439,0.7,2.3,0.299,3.0,6.1,0.492,0.48,1.5,2.0,0.756,0.5,3.0,3.5,3.2,1.0,0.2,1.9,1.5,9.6
32294.0,2025,4749.0,Kevin Porter Jr.,,SG,24.0,5.0,NBA,LAC,45,2.0,19.6,3.8,9.0,0.423,0.6,2.4,0.245,3.2,6.7,0.485,0.455,1.1,1.7,0.645,0.6,2.9,3.6,3.2,1.0,0.2,1.9,1.6,9.3
32295.0,2025,4749.0,Kevin Porter Jr.,,SG,24.0,5.0,NBA,MIL,23,1.0,17.8,3.5,7.3,0.479,0.9,2.2,0.412,2.6,5.0,0.509,0.542,2.3,2.6,0.898,0.2,3.2,3.4,3.3,1.0,0.1,1.9,1.5,10.2
32296.0,2025,4342.0,Kevon Looney,,C,28.0,10.0,NBA,GSW,68,6.0,15.1,2.0,3.8,0.514,0.0,0.1,0.25,1.9,3.8,0.518,0.515,0.7,1.3,0.551,2.5,3.7,6.3,1.6,0.6,0.5,0.5,2.1,4.6
32297.0,2025,5170.0,Keyonte George,,PG,21.0,2.0,NBA,UTA,61,32.0,31.2,5.3,13.6,0.392,2.6,7.5,0.343,2.8,6.1,0.452,0.486,3.5,4.3,0.81,0.4,3.3,3.7,5.7,0.7,0.1,2.7,1.7,16.7
32298.0,2025,4107.0,Khris Middleton,,SF,33.0,13.0,NBA,TOT,37,21.0,22.8,4.3,9.1,0.475,1.3,3.6,0.361,3.0,5.5,0.549,0.546,1.9,2.3,0.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2.0,11.9
32299.0,2025,4107.0,Khris Middleton,,SF,33.0,13.0,NBA,MIL,23,7.0,23.2,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2.0,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6
32300.0,2025,4107.0,Khris Middleton,,SF,33.0,13.0,NBA,WAS,14,14.0,22.1,3.7,9.0,0.413,0.9,3.4,0.277,2.8,5.6,0.494,0.464,2.4,2.7,0.868,0.6,3.1,3.7,3.4,1.3,0.2,1.4,1.6,10.7
32301.0,2025,4855.0,Killian Hayes,,PG,23.0,5.0,NBA,BRK,6,5.0,27.0,3.0,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2.0,0.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,2.2,9.0
32302.0,2025,4036.0,Klay Thompson,,SF,34.0,12.0,NBA,DAL,67,67.0,27.6,5.1,12.5,0.411,3.0,7.8,0.39,2.1,4.7,0.446,0.533,1.0,1.1,0.905,0.7,2.9,3.6,2.1,0.7,0.4,1.3,1.2,14.3
32304.0,2025,5172.0,Kobe Bufkin,,SG,21.0,2.0,NBA,ATL,10,0.0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3
32305.0,2025,4420.0,Kris Dunn,,PG,30.0,9.0,NBA,LAC,67,51.0,23.9,2.6,6.0,0.428,1.0,3.0,0.314,1.6,2.9,0.546,0.508,0.2,0.3,0.682,0.8,2.7,3.5,2.9,1.7,0.4,1.0,2.7,6.3
32306.0,2025,5173.0,Kris Murray,,SF,24.0,2.0,NBA,POR,62,4.0,14.0,1.6,3.7,0.432,0.4,1.5,0.242,1.2,2.1,0.568,0.482,0.3,0.7,0.413,1.0,1.4,2.4,0.8,0.5,0.2,0.5,0.9,3.8
32307.0,2025,4343.0,Kristaps Porziņģis,,C,29.0,9.0,NBA,BOS,39,39.0,29.0,6.6,13.6,0.487,2.3,5.8,0.404,4.3,7.9,0.547,0.572,3.8,4.7,0.814,1.7,5.2,6.9,2.1,0.8,1.6,1.3,2.8,19.4
32308.0,2025,4271.0,Kyle Anderson,,PF,31.0,11.0,NBA,TOT,54,4.0,15.3,2.1,4.6,0.462,0.4,1.2,0.369,1.7,3.4,0.495,0.51,0.7,1.0,0.712,0.8,2.3,3.1,2.3,0.6,0.4,0.6,1.2,5.4
32309.0,2025,4271.0,Kyle Anderson,,PF,31.0,11.0,NBA,GSW,36,3.0,15.0,2.1,4.7,0.45,0.5,1.4,0.365,1.6,3.3,0.487,0.506,0.5,0.8,0.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3
32310.0,2025,4271.0,Kyle Anderson,,SF,31.0,11.0,NBA,MIA,18,1.0,15.9,2.2,4.4,0.488,0.3,0.7,0.385,1.9,3.7,0.507,0.519,1.1,1.4,0.76,1.0,2.3,3.3,2.3,0.5,0.2,0.7,1.5,5.7
32311.0,2025,5269.0,Kyle Filipowski,,C,21.0,1.0,NBA,UTA,66,21.0,20.4,3.4,6.6,0.516,1.1,2.9,0.381,2.3,3.7,0.619,0.599,1.3,2.0,0.641,1.4,4.3,5.7,1.9,0.6,0.2,1.4,2.3,9.2
32312.0,2025,4534.0,Kyle Kuzma,,PF,29.0,8.0,NBA,TOT,57,54.0,30.3,5.7,13.4,0.424,1.4,4.9,0.289,4.3,8.6,0.501,0.477,2.1,3.3,0.644,0.8,5.2,6.1,2.4,0.5,0.2,2.2,1.8,14.9
32313.0,2025,4534.0,Kyle Kuzma,,PF,29.0,8.0,NBA,WAS,32,30.0,27.7,6.0,14.2,0.42,1.4,5.0,0.281,4.6,9.2,0.495,0.469,1.8,3.1,0.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2
32314.0,2025,4534.0,Kyle Kuzma,,PF,29.0,8.0,NBA,MIL,25,24.0,33.5,5.4,12.4,0.431,1.4,4.7,0.299,4.0,7.8,0.51,0.487,2.5,3.6,0.689,0.8,5.6,6.4,2.2,0.4,0.2,2.2,2.0,14.6
32315.0,2025,3685.0,Kyle Lowry,,PG,38.0,19.0,NBA,PHI,33,12.0,18.9,1.2,3.4,0.351,0.8,2.5,0.337,0.3,0.8,0.393,0.477,0.8,1.0,0.818,0.3,1.6,2.0,2.8,0.9,0.3,0.6,1.8,4.0
32317.0,2025,4037.0,Kyrie Irving,,SG,32.0,14.0,NBA,DAL,50,50.0,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7
32318.0,2025,5271.0,Kyshawn George,,SG,21.0,1.0,NBA,WAS,64,34.0,26.8,3.0,8.0,0.368,1.7,5.2,0.321,1.3,2.8,0.456,0.473,1.0,1.4,0.761,0.8,3.5,4.3,2.5,1.0,0.8,1.5,3.0,8.6
32319.0,2025,4858.0,LaMelo Ball,,PG,23.0,5.0,NBA,CHO,47,47.0,32.0,8.6,21.3,0.405,3.8,11.2,0.339,4.8,10.1,0.478,0.494,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2
32321.0,2025,4651.0,Landry Shamet,,SG,27.0,7.0,NBA,NYK,42,0.0,13.7,1.7,3.9,0.451,0.8,2.4,0.35,0.9,1.5,0.613,0.559,0.2,0.3,0.538,0.2,0.9,1.1,0.5,0.5,0.0,0.4,1.0,4.5
32322.0,2025,4345.0,Larry Nance Jr.,,PF,32.0,10.0,NBA,ATL,24,3.0,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5
32323.0,2025,4535.0,Lauri Markkanen,,PF,27.0,8.0,NBA,UTA,47,47.0,31.4,6.3,14.9,0.423,2.9,8.5,0.346,3.4,6.4,0.525,0.521,3.4,3.9,0.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0
32324.0,2025,3462.0,LeBron James,,SF,40.0,22.0,NBA,LAL,64,64.0,35.1,9.3,18.3,0.51,2.1,5.7,0.374,7.2,12.6,0.572,0.569,3.6,4.6,0.771,1.0,7.1,8.1,8.4,1.0,0.6,3.8,1.4,24.4
32328.0,2025,5078.0,Lester Quiñones,,SG,24.0,3.0,NBA,NOP,2,0.0,11.5,2.0,3.0,0.667,1.0,1.5,0.667,1.0,1.5,0.667,0.833,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,5.0
32330.0,2025,4981.0,Lindy Waters III,,SG,27.0,4.0,NBA,TOT,49,9.0,14.6,1.7,4.6,0.372,1.1,3.4,0.339,0.6,1.2,0.459,0.496,0.2,0.2,0.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.7
32331.0,2025,4981.0,Lindy Waters III,,SG,27.0,4.0,NBA,GSW,38,9.0,17.2,2.0,5.4,0.371,1.3,3.9,0.331,0.7,1.5,0.474,0.49,0.2,0.3,0.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5
32333.0,2025,4652.0,Lonnie Walker IV,,SG,26.0,7.0,NBA,PHI,13,2.0,20.0,3.3,8.4,0.394,1.7,4.9,0.344,1.6,3.5,0.467,0.495,0.8,0.9,0.833,0.3,2.5,2.8,2.2,0.5,0.2,1.1,0.8,9.1
32334.0,2025,4537.0,Lonzo Ball,,PG,27.0,6.0,NBA,CHI,35,14.0,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6
32335.0,2025,4754.0,Luguentz Dort,,SF,25.0,6.0,NBA,OKC,67,67.0,29.2,3.6,8.3,0.436,2.4,5.7,0.41,1.3,2.6,0.494,0.578,0.5,0.7,0.75,1.3,2.8,4.1,1.6,1.1,0.6,0.7,2.9,10.1
32336.0,2025,4653.0,Luka Dončić,,PG,25.0,7.0,NBA,TOT,44,44.0,35.4,9.0,20.6,0.44,3.5,9.7,0.357,5.6,10.8,0.514,0.524,6.1,7.8,0.781,0.8,7.6,8.4,7.9,1.9,0.4,3.7,2.6,27.7
32337.0,2025,4653.0,Luka Dončić,,PG,25.0,7.0,NBA,DAL,22,22.0,35.7,9.8,21.2,0.464,3.4,9.6,0.354,6.4,11.5,0.555,0.544,5.1,6.6,0.767,0.7,7.6,8.3,7.8,2.0,0.4,3.4,2.6,28.1
32338.0,2025,4653.0,Luka Dončić,,PG,25.0,7.0,NBA,LAL,22,22.0,35.1,8.3,20.0,0.415,3.5,9.8,0.361,4.7,10.1,0.466,0.503,7.1,9.0,0.792,0.9,7.5,8.5,7.9,1.7,0.5,4.0,2.5,27.2
32340.0,2025,4538.0,Luke Kennard,,SG,28.0,8.0,NBA,MEM,60,11.0,22.8,3.3,6.8,0.483,1.8,4.1,0.441,1.5,2.7,0.546,0.616,0.8,0.9,0.891,0.6,2.2,2.8,3.4,0.8,0.1,1.2,0.9,9.2
32341.0,2025,4539.0,Luke Kornet,,C,29.0,8.0,NBA,BOS,66,12.0,18.3,2.3,3.5,0.675,0.0,0.0,0.0,2.3,3.4,0.681,0.675,0.9,1.3,0.694,2.4,2.8,5.2,1.6,0.5,1.0,0.4,1.6,5.6
32344.0,2025,4860.0,Malachi Flynn,,PG,26.0,5.0,NBA,CHO,4,0.0,11.0,1.3,3.3,0.385,0.3,1.0,0.25,1.0,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0
32346.0,2025,4423.0,Malcolm Brogdon,,PG,32.0,9.0,NBA,WAS,24,13.0,23.5,4.3,10.0,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7
32348.0,2025,4425.0,Malik Beasley,,SG,28.0,9.0,NBA,DET,75,17.0,27.8,5.6,12.9,0.436,3.9,9.2,0.423,1.7,3.7,0.471,0.587,1.2,1.7,0.679,0.6,2.1,2.7,1.7,0.9,0.1,1.1,1.6,16.3
32349.0,2025,4541.0,Malik Monk,,SG,26.0,8.0,NBA,SAC,61,45.0,32.3,6.5,14.8,0.442,2.2,6.7,0.328,4.3,8.1,0.536,0.516,2.4,2.8,0.863,0.5,3.3,3.8,5.8,1.0,0.6,2.5,2.5,17.7
32354.0,2025,5275.0,Marcus Bagley,,SF,23.0,1.0,NBA,PHI,4,0.0,20.3,1.3,4.0,0.313,0.0,2.5,0.0,1.3,1.5,0.833,0.313,0.5,0.5,1.0,0.5,4.0,4.5,0.3,0.5,1.3,0.3,1.3,3.0
32355.0,2025,4986.0,Marcus Garrett,,SG,26.0,2.0,NBA,CHO,4,0.0,19.8,2.8,6.8,0.407,0.8,2.0,0.375,2.0,4.8,0.421,0.463,0.8,1.0,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0
32356.0,2025,5178.0,Marcus Sasser,,PG,24.0,2.0,NBA,DET,53,0.0,13.6,2.3,4.9,0.469,1.0,2.6,0.391,1.3,2.3,0.558,0.574,0.7,0.8,0.837,0.3,0.9,1.2,2.2,0.6,0.1,0.9,1.2,6.3
32357.0,2025,4275.0,Marcus Smart,,PG,30.0,11.0,NBA,TOT,33,6.0,19.9,2.9,7.6,0.388,1.4,4.2,0.343,1.5,3.4,0.442,0.482,1.6,2.1,0.754,0.5,1.5,2.1,3.3,1.2,0.3,1.6,1.6,8.9
32358.0,2025,4275.0,Marcus Smart,,PG,30.0,11.0,NBA,MEM,19,6.0,21.1,2.8,7.8,0.358,1.5,4.7,0.322,1.3,3.1,0.414,0.456,1.6,1.9,0.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7
32359.0,2025,4275.0,Marcus Smart,,PG,30.0,11.0,NBA,WAS,14,0.0,18.3,3.1,7.3,0.431,1.3,3.4,0.383,1.9,3.9,0.473,0.52,1.6,2.4,0.667,0.3,1.6,1.9,2.7,1.1,0.2,1.3,1.6,9.1
32360.0,2025,5081.0,Mark Williams,,C,23.0,3.0,NBA,CHO,40,37.0,26.3,6.2,10.1,0.612,0.0,0.0,0.0,6.2,10.1,0.614,0.612,3.0,3.7,0.804,3.1,7.1,10.2,2.6,0.7,1.3,1.4,2.4,15.4
32364.0,2025,4044.0,Markieff Morris,,PF,35.0,14.0,NBA,LAL,7,1.0,13.0,1.6,5.4,0.289,0.9,2.9,0.3,0.7,2.6,0.278,0.368,0.7,0.9,0.833,0.4,1.1,1.6,1.6,0.0,0.1,0.1,1.4,4.7
32369.0,2025,4180.0,Mason Plumlee,,C,34.0,12.0,NBA,PHO,70,20.0,17.5,1.7,2.8,0.613,0.0,0.0,0.0,1.7,2.7,0.623,0.613,1.1,1.7,0.655,1.6,4.6,6.2,1.8,0.4,0.6,0.8,2.1,4.5
32370.0,2025,5276.0,Matas Buzelis,,SF,20.0,1.0,NBA,CHI,73,24.0,18.1,3.0,6.8,0.442,1.1,3.3,0.345,1.9,3.5,0.533,0.525,1.0,1.2,0.854,0.7,2.6,3.3,0.9,0.3,0.9,0.8,1.6,8.1
32371.0,2025,4760.0,Matisse Thybulle,,SG,27.0,6.0,NBA,POR,8,0.0,15.1,2.3,4.6,0.486,1.3,2.9,0.435,1.0,1.8,0.571,0.622,0.3,0.5,0.5,0.6,2.4,3.0,1.3,2.0,0.5,0.6,0.4,6.0
32373.0,2025,5082.0,Max Christie,,SG,21.0,3.0,NBA,TOT,72,35.0,27.1,3.2,7.4,0.427,1.5,4.0,0.373,1.7,3.4,0.492,0.528,1.6,1.9,0.854,0.5,2.7,3.2,1.9,0.8,0.4,1.1,1.5,9.4
32374.0,2025,5082.0,Max Christie,,SG,21.0,3.0,NBA,LAL,46,25.0,25.1,2.8,6.3,0.444,1.3,3.5,0.368,1.5,2.7,0.544,0.549,1.6,1.9,0.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5
32375.0,2025,5082.0,Max Christie,,SG,21.0,3.0,NBA,DAL,26,10.0,30.6,3.8,9.3,0.407,1.8,4.8,0.379,2.0,4.6,0.437,0.504,1.7,1.9,0.86,0.4,3.8,4.2,2.7,1.0,0.3,1.5,1.5,11.1
32376.0,2025,4763.0,Max Strus,,SF,28.0,6.0,NBA,CLE,45,32.0,25.1,3.3,7.4,0.439,2.2,5.8,0.383,1.0,1.6,0.635,0.588,0.6,0.7,0.844,1.0,3.2,4.2,3.1,0.6,0.2,1.0,2.1,9.4
32377.0,2025,4547.0,Maxi Kleber,,PF,33.0,8.0,NBA,DAL,34,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0
32380.0,2025,5181.0,Maxwell Lewis,,SF,22.0,2.0,NBA,BRK,16,0.0,12.4,1.7,3.9,0.429,0.9,2.0,0.469,0.8,1.9,0.387,0.548,0.3,0.5,0.625,0.7,1.4,2.1,0.7,0.4,0.3,0.4,1.0,4.6
32381.0,2025,4990.0,Micah Potter,,C,26.0,4.0,NBA,UTA,33,10.0,17.7,1.4,3.4,0.423,0.9,2.5,0.354,0.5,0.9,0.621,0.554,0.5,0.5,0.889,1.1,3.0,4.2,0.8,0.3,0.3,0.8,1.3,4.2
32382.0,2025,4766.0,Michael Porter Jr.,,SF,26.0,6.0,NBA,DEN,72,72.0,33.6,6.9,13.7,0.504,2.5,6.3,0.398,4.4,7.3,0.595,0.596,1.9,2.5,0.764,1.8,5.2,7.0,2.2,0.7,0.5,1.3,2.0,18.2
32383.0,2025,4657.0,Mikal Bridges,,SF,28.0,7.0,NBA,NYK,74,74.0,37.6,7.4,14.8,0.499,2.1,5.9,0.352,5.3,8.9,0.596,0.569,1.1,1.4,0.8,0.9,2.4,3.2,3.7,1.0,0.5,1.6,1.5,18.0
32384.0,2025,3779.0,Mike Conley,,PG,37.0,18.0,NBA,MIN,64,57.0,24.8,2.7,6.6,0.409,1.9,4.4,0.422,0.9,2.2,0.385,0.549,1.2,1.3,0.895,0.5,2.1,2.6,4.4,1.2,0.2,1.1,1.5,8.5
32385.0,2025,4658.0,Miles Bridges,,PF,26.0,6.0,NBA,CHO,60,60.0,32.1,7.5,17.2,0.434,2.3,7.1,0.317,5.2,10.1,0.516,0.499,3.5,4.0,0.87,1.2,6.6,7.8,4.0,0.7,0.7,2.1,1.5,20.6
32386.0,2025,4991.0,Miles McBride,,PG,24.0,4.0,NBA,NYK,59,8.0,24.9,3.4,8.4,0.407,1.8,4.7,0.371,1.7,3.7,0.454,0.512,0.8,1.0,0.817,0.7,1.8,2.5,2.9,0.9,0.3,0.7,1.6,9.4
32388.0,2025,4660.0,Mitchell Robinson,,C,26.0,7.0,NBA,NYK,13,1.0,16.0,2.0,2.9,0.684,0.0,0.0,,2.0,2.9,0.684,0.684,0.5,0.8,0.636,2.7,2.8,5.5,0.7,0.8,0.9,0.6,1.4,4.5
32389.0,2025,4661.0,Mo Bamba,,C,26.0,7.0,NBA,TOT,32,2.0,12.9,1.6,3.5,0.464,0.5,1.7,0.278,1.2,1.8,0.638,0.531,0.6,0.8,0.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3
32390.0,2025,4661.0,Mo Bamba,,C,26.0,7.0,NBA,LAC,28,2.0,12.6,1.7,3.7,0.466,0.5,1.8,0.3,1.2,1.9,0.623,0.539,0.6,0.9,0.68,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6
32391.0,2025,4661.0,Mo Bamba,,C,26.0,7.0,NBA,NOP,4,0.0,15.3,1.0,2.3,0.444,0.0,1.0,0.0,1.0,1.3,0.8,0.444,0.5,0.5,1.0,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5
32392.0,2025,4551.0,Monte Morris,,PG,29.0,8.0,NBA,PHO,43,0.0,12.6,1.8,4.3,0.416,0.7,1.9,0.346,1.1,2.4,0.471,0.492,0.8,1.0,0.857,0.3,1.2,1.4,1.6,0.5,0.1,0.4,0.5,5.1
32393.0,2025,4662.0,Moritz Wagner,,C,27.0,7.0,NBA,ORL,30,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9
32396.0,2025,4768.0,Moses Brown,,C,25.0,6.0,NBA,DAL,4,2.0,18.3,5.3,7.3,0.724,0.0,0.0,,5.3,7.3,0.724,0.724,1.3,1.5,0.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8
32397.0,2025,4992.0,Moses Moody,,SG,22.0,4.0,NBA,GSW,66,26.0,21.8,3.4,7.8,0.441,1.7,4.6,0.374,1.7,3.2,0.538,0.552,1.5,1.9,0.798,0.7,1.8,2.5,1.3,0.7,0.4,0.7,1.5,10.1
32398.0,2025,5183.0,Mouhamed Gueye,,PF,22.0,2.0,NBA,ATL,25,21.0,16.0,2.2,5.3,0.414,0.6,2.7,0.239,1.6,2.6,0.591,0.474,0.9,1.2,0.759,1.0,2.5,3.5,0.8,0.8,1.0,0.4,1.6,5.9
32399.0,2025,5084.0,Moussa Diabaté,,C,23.0,3.0,NBA,CHO,66,8.0,17.3,2.2,3.7,0.591,0.0,0.1,0.0,2.2,3.7,0.601,0.591,0.9,1.6,0.583,2.7,3.5,6.2,0.8,0.6,0.6,0.8,1.5,5.3
32400.0,2025,4350.0,Myles Turner,,C,28.0,10.0,NBA,IND,66,66.0,30.4,5.4,11.2,0.48,2.2,5.4,0.401,3.2,5.8,0.553,0.576,2.5,3.2,0.777,1.2,5.4,6.6,1.6,0.8,1.9,1.7,2.6,15.4
32401.0,2025,5278.0,N'Faly Dante,,C,23.0,1.0,NBA,HOU,1,0.0,19.0,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,2.0,3.0,0.667,4.0,5.0,9.0,1.0,0.0,2.0,1.0,4.0,10.0
32403.0,2025,4865.0,Naji Marshall,,SF,27.0,5.0,NBA,DAL,63,26.0,27.3,5.3,10.4,0.51,0.9,3.2,0.279,4.4,7.2,0.613,0.553,1.8,2.2,0.814,1.2,3.8,4.9,2.9,1.1,0.2,1.6,1.6,13.3
32404.0,2025,4771.0,Naz Reid,,C,25.0,6.0,NBA,MIN,74,17.0,27.6,5.4,11.7,0.461,2.3,5.9,0.389,3.1,5.8,0.535,0.559,1.4,1.8,0.767,1.1,4.9,6.1,2.3,0.8,0.9,1.3,2.4,14.4
32405.0,2025,4995.0,Neemias Queta,,C,25.0,4.0,NBA,BOS,56,6.0,13.8,2.1,3.3,0.643,0.0,0.1,0.0,2.1,3.2,0.654,0.643,0.7,1.0,0.745,1.4,2.4,3.8,0.6,0.3,0.6,0.7,1.7,4.9
32406.0,2025,4772.0,Nic Claxton,,C,25.0,6.0,NBA,BRK,66,58.0,27.3,4.5,8.2,0.551,0.0,0.3,0.158,4.5,7.9,0.565,0.554,1.2,2.3,0.513,2.3,5.3,7.6,2.2,0.9,1.5,1.3,2.2,10.2
32407.0,2025,4869.0,Nick Richards,,C,27.0,5.0,NBA,TOT,53,40.0,22.0,3.7,6.2,0.593,0.0,0.0,0.0,3.7,6.2,0.596,0.593,2.1,2.9,0.739,2.6,5.7,8.2,0.9,0.2,1.0,1.5,2.5,9.5
32408.0,2025,4869.0,Nick Richards,,C,27.0,5.0,NBA,CHO,21,9.0,21.0,3.0,5.4,0.561,0.0,0.0,0.0,3.0,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9
32409.0,2025,4869.0,Nick Richards,,C,27.0,5.0,NBA,PHO,32,31.0,22.7,4.1,6.7,0.609,0.0,0.0,0.0,4.1,6.7,0.612,0.609,1.7,2.1,0.818,2.7,6.1,8.7,0.6,0.2,0.8,1.4,2.6,9.9
32410.0,2025,5186.0,Nick Smith Jr.,,SG,20.0,2.0,NBA,CHO,56,25.0,22.8,3.7,9.5,0.387,1.7,5.0,0.333,2.0,4.4,0.448,0.475,0.6,0.7,0.919,0.2,1.8,2.0,2.2,0.3,0.1,1.4,1.3,9.6
32411.0,2025,4773.0,Nickeil Alexander-Walker,,SG,26.0,6.0,NBA,MIN,75,10.0,25.0,3.3,7.5,0.438,1.7,4.4,0.387,1.5,3.0,0.511,0.553,1.0,1.3,0.781,0.6,2.5,3.1,2.5,0.6,0.4,1.2,1.7,9.3
32412.0,2025,3841.0,Nicolas Batum,,PF,36.0,17.0,NBA,LAC,73,8.0,17.8,1.3,3.0,0.423,1.1,2.5,0.419,0.2,0.5,0.441,0.6,0.2,0.3,0.8,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.5,3.8
32413.0,2025,4352.0,Nikola Jokić,,C,29.0,10.0,NBA,DEN,64,64.0,36.5,11.2,19.4,0.574,1.9,4.6,0.412,9.3,14.8,0.624,0.623,5.0,6.3,0.803,2.9,9.9,12.8,10.2,1.8,0.7,3.3,2.3,29.3
32414.0,2025,5085.0,Nikola Jović,,PF,21.0,3.0,NBA,MIA,46,10.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7
32415.0,2025,4047.0,Nikola Vučević,,C,34.0,14.0,NBA,CHI,67,66.0,31.4,7.5,14.2,0.528,1.8,4.5,0.397,5.7,9.7,0.589,0.591,1.7,2.1,0.804,2.3,7.7,10.0,3.4,0.8,0.7,1.6,2.3,18.5
